Filename,CGMech
Swisscom08.pdf.txt,9
Swisscom09.pdf.txt,9
Swisscom10.pdf.txt,9
Swisscom11.pdf.txt,10
Swisscom12.pdf.txt,9
Swisscom15-annual-results.pdf.txt,8
Swisscom16_en-2.pdf.txt,8
Swisscom17-edited12-02-2018.pdf.txt,8
Swisscom18.pdf.txt,9
Swisscom19.pdf.txt,9
Swisscom20-F2003.pdf.txt,9
Swisslog_13.pdf.txt,9
Swisslog_14.pdf.txt,9
Swisslog02.pdf.txt,8
Swisslog03.pdf.txt,8
Swisslog04.pdf.txt,7
Swisslog05.pdf.txt,6
Swisslog06.pdf.txt,7
Swisslog07.pdf.txt,7
Swisslog08.pdf.txt,9
Swisslog09.pdf.txt,9
Swisslog10.pdf.txt,9
Swisslog11.pdf.txt,7
Swisslog12.pdf.txt,7
swissmetal 2003e.pdf.txt,3
swissmetal 2004e.pdf.txt,5
Swissmetal 2008.pdf.txt,5
Swissmetal 2009.pdf.txt,5
Swissmetal 2010_AnnualReport2010.pdf.txt,5
SWISSMETAL 2011 _GROUP_Annual_Report_2011.pdf.txt,4
Swissmetal 2012Anlage_2_Swmtl_Holding_Annual_Report_2012_19.04.2013.pdf.txt,3
Swissmetal_AR2005_e.pdf.txt,5
Swissmetal_AR2006_e.pdf.txt,5
Swissmetal_GB2007_e.pdf.txt,5
SWMTL 2014_Holding_in_liq_GB_2014.pdf.txt,5
Syngenta_13.pdf.txt,10
Syngenta_2004_20-F.pdf.txt,9
Syngenta_2005_20-F.pdf.txt,10
Syngenta_2007_20-F.pdf.txt,10
Syngenta_2008.pdf.txt,10
Syngenta_2009.pdf.txt,10
Syngenta_2011-corpgovernance-compreport.pdf.txt,10
Syngenta_2011-financialreport.pdf.txt,10
Syngenta_Annual-Report-2003.pdf.txt,9
Syngenta_Rapport-financier 2007.pdf.txt,10
Syngenta02.pdf.txt,9
Syngenta03.pdf.txt,9
Syngenta04.pdf.txt,9
Syngenta05.pdf.txt,10
Syngenta06..pdf.txt,9
Syngenta07.pdf.txt,10
Syngenta08.pdf.txt,10
Syngenta09.pdf.txt,10
Syngenta10.pdf.txt,10
Syngenta11.pdf.txt,10
Syngenta12.pdf.txt,10
Syngenta-14.pdf.txt,10
syngenta-20F2011.pdf.txt,10
syngenta-20F2012.pdf.txt,10
syngenta-20F2013.pdf.txt,10
syngenta-20F2014.pdf.txt,10
Syngenta-CG-and-CR-2010-EN.pdf.txt,10
syngenta-corporate-governance-report-2012.pdf.txt,10
syngenta-corporate-governance-report-2013.pdf.txt,10
syngenta-corporate-governance-report-2014.pdf.txt,10
syngenta-financial-report-2012-only-english.pdf.txt,10
syngenta-financial-report-2013-only-english.pdf.txt,10
syngenta-financial-report-2014-english.pdf.txt,10
Syngenta-Financial-Review-2010.pdf.txt,10
Synthes 10.pdf.txt,8
Synthes 2009.pdf.txt,8
Synthes_2007.pdf.txt,8
Synthes_ar2007_eng.pdf.txt,8
Tamedia_13.pdf.txt,9
Tamedia02.pdf.txt,6
Tamedia03.pdf.txt,6
Tamedia04.pdf.txt,6
Tamedia05.pdf.txt,6
Tamedia06.pdf.txt,6
Tamedia07.pdf.txt,7
Tamedia08.pdf.txt,7
Tamedia09.pdf.txt,7
Tamedia10.pdf.txt,7
Tamedia11.pdf.txt,8
Tamedia12.pdf.txt,8
Tamedia14.pdf.txt,9
Tamedia15_geschaeftsbericht_en.pdf.txt,9
Tamedia16_geschaeftsbericht_en.pdf.txt,9
Tamedia17_geschaeftsbericht_en.pdf.txt,9
Tamedia18_geschaeftsbericht_en.pdf.txt,9
Tamedia19_geschaeftsbericht_en.pdf.txt,9
Tecan_13.pdf.txt,10
Tecan_14.pdf.txt,10
Tecan02.pdf.txt,9
Tecan03.pdf.txt,7
Tecan04.pdf.txt,7
Tecan05.pdf.txt,8
Tecan06.pdf.txt,10
Tecan07.pdf.txt,10
Tecan08.pdf.txt,10
Tecan09.pdf.txt,10
Tecan10.pdf.txt,10
Tecan11.pdf.txt,10
Tecan12.pdf.txt,10
Tecan15_EN.pdf.txt,10
Tecan16_EN.pdf.txt,10
Tecan17_EN.pdf.txt,10
Tecan18_EN.pdf.txt,10
Tecan19_EN.pdf.txt,10
Temenos 2002-annual-report.pdf.txt,6
Temenos 2003-annual-report.pdf.txt,8
Temenos 2004-annual-report.pdf.txt,8
Temenos 2005-annual-report.pdf.txt,8
Temenos 2006-annual-report.pdf.txt,9
Temenos 2007-annual-report.pdf.txt,10
Temenos 2008-annual-report.pdf.txt,10
Temenos 2009-annual-report.pdf.txt,10
Temenos 2010-annual-report.pdf.txt,10
Temenos 2011-annual-report.pdf.txt,8
Temenos 2012-annual-report.pdf.txt,9
Temenos 2013-annual-report.pdf.txt,10
Temenos 2014-annual-report.pdf.txt,10
Temenos 2015-annual-report.pdf.txt,10
Temenos 2016-annual-report.pdf.txt,10
Temenos 2017-annual-report.pdf.txt,10
Temenos 2018-annual-report.pdf.txt,10
Temenos 2019-mar-25-2.pdf.txt,10
Tornos_13.pdf.txt,8
Tornos_14.pdf.txt,7
Tornos02.pdf.txt,8
Tornos03.pdf.txt,8
Tornos04.pdf.txt,10
Tornos05.pdf.txt,10
Tornos06.pdf.txt,10
Tornos07.pdf.txt,10
Tornos08.pdf.txt,10
Tornos09.pdf.txt,10
Tornos10.pdf.txt,8
Tornos11.pdf.txt,8
Tornos12.pdf.txt,8
Tornos15.pdf.txt,7
Tornos16.pdf.txt,7
Tornos17_final_web.pdf.txt,7
Tornos18_final_web.pdf.txt,7
Tornos19_en.pdf.txt,7
Unaxis 2002.pdf.txt,9
Unaxis 2003_e.pdf.txt,9
Unaxis 2004.pdf.txt,9
Unaxis Fin 2002.pdf.txt,9
Valora_13.pdf.txt,10
valora_14.pdf.txt,10
Valora02.pdf.txt,6
Valora03.pdf.txt,6
Valora04.pdf.txt,7
Valora05.pdf.txt,7
Valora06.pdf.txt,8
Valora07.pdf.txt,8
Valora08.pdf.txt,9
Valora09.pdf.txt,9
Valora10.pdf.txt,9
Valora11.pdf.txt,10
Valora12.pdf.txt,9
Valora15_en_gesamt.pdf.txt,10
Valora16_valora_gb_gesamt_en.pdf.txt,10
Valora17_valora_geschaeftsbericht_en.pdf.txt,10
Valora19_valora_annualreport_en.pdf.txt,6
VAT-Group-Complete-Annual-Report-2016.pdf.txt,9
VAT-Group-Complete-Annual-Report-2017.pdf.txt,9
VAT-Group-Complete-Annual-Report-2018.pdf.txt,9
VAT-Group-Complete-Annual-Report-2019.pdf.txt,9
Vetropack_13.pdf.txt,8
Vetropack_14.pdf.txt,8
Vetropack02.pdf.txt,3
Vetropack03.pdf.txt,3
Vetropack04.pdf.txt,3
Vetropack05.pdf.txt,4
Vetropack06.pdf.txt,5
Vetropack07.pdf.txt,4
Vetropack08.pdf.txt,4
Vetropack09.pdf.txt,4
Vetropack10.pdf.txt,4
Vetropack11.pdf.txt,5
Vetropack12.pdf.txt,6
Vetropack15.pdf.txt,7
Vetropack16.pdf.txt,7
Vetropack17.pdf.txt,7
Vetropack18.pdf.txt,6
Vetropack19.pdf.txt,6
Vifor_Pharma_AR_2017.pdf.txt,9
Vifor_Pharma_AR_2018.pdf.txt,10
Vifor_Pharma_AR_2019.pdf.txt,10
VonRoll GB_final_2015-EN.pdf.txt,7
VonRoll GB_web_2016_EN.pdf.txt,7
VonRoll_13.pdf.txt,6
VonRoll_Geschaeftsbericht_2017_EN.pdf.txt,7
VonRoll02.pdf.txt,7
VonRoll03.pdf.txt,8
VonRoll04.pdf.txt,8
VonRoll05.pdf.txt,7
VonRoll06.pdf.txt,7
VonRoll07.pdf.txt,8
VonRoll08.pdf.txt,7
VonRoll09.pdf.txt,8
VonRoll10.pdf.txt,8
VonRoll11.pdf.txt,8
VonRoll14.pdf.txt,7
VonRoll18_EN.pdf.txt,7
VonRoll19_EN.pdf.txt,7
WalterMeier_13.PDF.txt,7
WalterMeier03.pdf.txt,4
WalterMeier04.pdf.txt,4
WalterMeier05.pdf.txt,5
WalterMeier06.pdf.txt,6
WalterMeier07.pdf.txt,5
WalterMeier08.pdf.txt,5
WalterMeier09.pdf.txt,5
WalterMeier10.pdf.txt,5
WalterMeier11.pdf.txt,8
WalterMeier12.pdf.txt,8
WISeKey 2019 Annual Report.pdf.txt,9
WISeKey_2016_ANNUAL_REPORT.txt,9
WISeKey_2017.pdf.txt,9
WiSeKey-Annual-Report-2018.pdf.txt,9
ZurRoseGroup-2017-EN-Vollbericht.pdf.txt,9
ZurRoseGroup-2018-EN-Annual-Report.pdf.txt,9
ZurRoseGroup-2019-EN-Annual-Report.pdf.txt,9

