Token,Coefficient
grantham,0.01
granting,-0.02
grantingof,0.0
grantingyear,-0.0
grantj,0.0
grantley,0.0
grantor,-0.01
grantsssss,-0.0
grantsunder,-0.0
grantville,0.0
granu,0.0
granufast,0.0
granular,0.01
granularity,0.0
granulat,-0.0
granulate,0.01
granulation,-0.0
granulator,-0.01
granule,0.0
granulocyte,0.0
granulomatosis,0.0
granulong,0.0
granuscent,0.0
grapal,-0.01
grape,0.01
grapefruit,0.0
graph,-0.01
grapha,-0.0
graphene,0.0
grapher,0.0
graphic,-0.04
graphical,-0.01
graphically,0.0
graphie,-0.0
graphique,0.0
graphis,0.0
graphische,-0.0
graphisme,0.0
graphispag,-0.0
graphite,0.01
grapho,-0.0
graphologist,-0.0
graphology,-0.0
graphtol,0.0
graphy,0.0
grapple,0.01
gras,0.0
graska,0.0
grasl,-0.0
grasp,0.0
graspdevelopment,-0.0
grasping,-0.0
grass,0.01
grasse,0.0
grasser,0.0
grasshopper,0.0
grassi,-0.01
grassl,-0.0
grassland,0.0
grasso,-0.0
grassobbio,-0.0
grassroot,0.0
grassroots,0.0
grassweed,0.0
grastim,0.0
grate,-0.0
grated,-0.01
grateful,0.01
gratefully,0.0
gratefulness,0.0
grati,0.0
gratia,-0.01
gratification,-0.0
gratifications,-0.0
gratified,-0.0
gratify,0.01
gratifying,0.0
gratifyingly,-0.01
gratin,-0.0
grating,0.0
gration,-0.0
grations,-0.0
gratis,0.02
gratitude,-0.0
gratiﬁ,0.0
gratiﬁed,-0.0
grator,-0.0
gratu,-0.0
gratuit,0.0
gratuite,0.0
gratuitement,0.0
gratuitous,-0.0
gratuitously,0.0
gratuity,0.0
gratzer,-0.0
grau,0.01
graubunden,-0.0
graubünden,-0.01
graubündner,0.0
grauert,-0.01
graulhet,0.0
graumann,0.0
grava,-0.0
gravasa,-0.0
gravataí,0.01
grave,-0.0
gravel,0.03
graveline,0.0
gravena,0.0
gravenhage,-0.0
graves,0.0
gravi,-0.0
graviditatis,0.0
gravimetric,-0.0
graving,-0.0
gravino,-0.0
gravis,-0.0
gravision,-0.0
gravitate,0.0
gravitation,-0.0
gravitte,0.0
gravity,-0.0
gravière,0.0
gravières,-0.0
gravure,-0.03
gravy,-0.0
grawehr,0.01
gray,-0.0
graying,0.0
grayish,-0.0
grayle,-0.0
grayling,0.0
grayson,0.0
graz,-0.02
graze,-0.0
grazia,0.01
graziadio,0.0
graziano,0.03
graßl,0.0
graﬁ,0.0
graﬁno,-0.01
graﬃ,0.0
grbacanovic,-0.0
grbic,-0.0
grc,0.01
grd,0.01
gre,0.02
grease,0.02
greasy,0.0
great,0.02
greatek,0.0
greatergreater,0.0
greatergreatergreatergreater,0.0
greatersafety,0.0
greatest,0.0
greatly,-0.01
greatness,0.0
greave,-0.0
grebbestad,0.0
grebet,-0.0
greca,0.0
grece,-0.0
grech,0.0
greco,-0.0
gred,-0.0
greda,-0.0
grede,0.0
gredient,0.01
gredig,-0.0
gree,-0.0
greece,0.0
greedily,-0.0
greedy,-0.0
greek,-0.01
greement,0.0
green,-0.0
greenback,-0.0
greenbank,-0.0
greenbelt,0.0
greenberg,-0.0
greenbird,0.0
greenbox,0.0
greencap,-0.0
greenco,-0.01
greener,-0.0
greenery,0.0
greenest,0.0
greenfield,-0.01
greenguardtm,0.0
greenheart,-0.0
greenhope,-0.0
greenhouse,0.02
greening,0.0
greenish,0.0
greenkeeper,0.0
greenland,-0.0
greenleaf,0.01
greenlight,0.0
greenman,0.0
greenmark,0.0
greenmount,0.0
greenmountain,-0.0
greenock,-0.0
greenpalm,0.0
greenpeace,-0.0
greenpool,-0.02
greenport,-0.0
greenpower,-0.0
greenproperty,-0.0
greens,0.0
greensboro,0.0
greenseal,0.0
greenseat,0.0
greenshoe,0.0
greenside,-0.0
greenspec,0.0
greenstone,0.0
greenstreak,-0.01
greensward,0.0
greentec,-0.07
greentropsim,0.0
greenville,-0.0
greenwich,0.0
greenwood,0.0
greenﬁ,0.0
greer,0.01
greet,-0.0
greeter,0.0
greetham,0.0
greeting,-0.0
greetland,-0.02
grefrath,-0.01
greg,-0.11
gregate,0.0
gregated,-0.0
gregation,0.0
gregator,-0.0
greggs,-0.0
gregoire,-0.0
gregor,-0.02
gregorian,-0.0
gregory,0.01
gregson,-0.0
greif,-0.01
greifen,0.0
greifenden,0.0
greifengasse,-0.0
greifensee,-0.0
greift,0.0
greiner,-0.0
greisch,0.04
greiz,-0.0
grellingen,-0.01
grem,-0.0
gremaud,-0.02
gremien,-0.0
gremion,-0.0
gremium,-0.01
gremlich,-0.0
gremolith,-0.0
gremper,0.0
gren,0.0
grenada,0.0
grenade,-0.0
grenadine,0.0
grenchen,-0.03
grenfell,0.0
grenoble,-0.02
grensen,0.0
grenville,-0.01
grenz,-0.0
grenzach,-0.01
grenzacher,0.0
grenzacherstrasse,0.0
grenze,0.0
grenzen,0.0
grenzenlo,0.0
grenzweg,0.0
grenzwert,-0.0
grenzwerte,-0.0
gresb,0.01
gresham,0.0
gresko,-0.0
gress,-0.0
gresse,0.0
gressel,-0.01
gresser,-0.0
gressin,0.0
gression,0.0
gressive,0.0
gressively,-0.01
gressy,-0.0
gressé,-0.0
greta,0.0
gretag,0.0
greten,0.0
gretener,0.0
grethen,-0.0
grether,-0.01
gretherpark,0.0
gretler,-0.0
grette,0.0
greusard,-0.0
greuter,-0.01
greve,-0.01
grevener,0.01
grevesmühlen,-0.0
grevé,-0.0
grevée,0.0
grevées,0.0
grew,0.0
grewby,0.0
grey,0.03
greystone,-0.0
grf,0.0
grgic,-0.0
grgroup,0.0
gri,0.3
griag,0.0
gribbon,0.0
gribkov,0.0
griboïedov,-0.0
grice,0.0
grichting,-0.01
grid,-0.08
gridbank,0.0
gridbox,0.0
gride,-0.0
gridlock,-0.0
gridlocke,0.0
gridresilient,-0.0
grids,-0.01
gridsense,-0.0
gridstream,0.02
gridtouch,0.0
grie,-0.0
griechenland,-0.0
grieder,0.01
grief,-0.0
grienbach,-0.0
grienbachstrasse,-0.0
grieshaber,-0.0
griesheim,0.0
griess,-0.0
griessen,0.0
griesser,0.01
griesson,-0.0
griethuysen,-0.01
grievance,0.02
grieve,-0.0
griff,0.0
griffe,-0.0
griffes,-0.0
griffige,-0.0
griffin,0.0
griffix,-0.01
griffo,0.0
grifol,0.01
grifols,0.0
grigg,0.0
grignard,0.0
grigny,-0.0
grigor,-0.0
grigore,0.01
grijp,0.0
grill,-0.01
grille,0.0
grilling,-0.0
grillo,0.0
grillon,-0.0
grim,0.0
grimace,-0.0
grimbodalen,0.01
grimer,0.0
grimm,-0.01
grimmer,-0.01
grimsby,-0.0
grimsel,0.0
grimselsee,0.0
grimselstrom,0.0
grimsen,-0.0
grin,0.01
grind,0.04
grindelstrasse,-0.01
grindelwald,0.04
grinder,-0.0
grinding,0.0
grindlay,0.0
grindleys,0.0
grinnell,0.0
grip,-0.02
gripen,0.0
griphon,0.01
gripper,0.0
gripping,0.0
gripster,-0.0
grisobi,0.01
grisobiholding,0.01
grison,0.0
grisoni,0.01
griswold,0.0
grit,-0.0
gritskevich,-0.0
gritty,0.0
grivet,0.0
grivitei,-0.0
grize,-0.0
grl,0.0
grm,0.01
gro,0.02
grob,0.02
groba,-0.0
grobbendonk,-0.0
groben,0.0
grocer,-0.0
grocery,-0.01
grodzicki,0.0
grodzisk,-0.0
groedig,0.0
groenendyk,-0.0
groep,0.02
grogg,0.09
grogga,0.0
grohe,0.0
groin,0.0
groip,-0.0
grolimund,0.03
grollimund,-0.0
grolsch,-0.01
gromor,0.0
gromore,0.0
gromoretm,0.0
gronau,0.0
grondstoffen,0.0
groningen,0.0
groom,0.0
groop,-0.0
groot,0.01
groothandel,0.0
grootvlei,0.0
groove,-0.01
grooving,0.0
groovy,0.01
grop,0.0
gropo,0.0
grorud,0.0
gros,-0.01
grosch,0.0
groseillier,-0.0
gross,-0.18
grossamount,-0.0
grossbritannien,-0.0
grossdingharte,0.01
grosse,-0.01
grossed,0.0
grossem,-0.0
grossen,-0.0
grossenbacher,0.01
grossfeldstrasse,-0.01
grossgeschrieben,-0.0
grossgrundkanal,0.0
grosshandel,0.0
grosshandelsgesellschaft,-0.0
grossindustriellen,0.0
grossing,-0.0
grosskopf,0.0
grossly,-0.0
grossman,0.01
grossmann,0.01
grosso,-0.0
grossoder,0.0
grossostheim,-0.0
grossprofit,-0.01
grossprojekt,-0.0
grossreuth,0.0
grossrieder,0.0
grosss,0.04
grosssocial,-0.01
grossteil,-0.0
grossvalueoftaxlosscarryforwardsnotcapitalize,0.0
grossvariable,-0.01
grosswallstadt,0.01
grosszügige,0.0
grosszügigkeit,-0.0
grosuplje,-0.04
grosvenor,-0.0
grotenburg,-0.02
grotesque,-0.0
groth,0.05
groton,0.0
grou,-0.01
grougroupp,0.0
ground,0.0
groundbreake,-0.01
groundbreaking,-0.01
grounding,-0.01
groundsheet,-0.0
groundskeeper,0.0
groundwater,0.0
groundwor,-0.0
groundwork,-0.01
group,-0.6
groupaccorde,0.0
groupaccount,0.0
groupafg,0.01
groupagandmadison,0.0
groupage,0.0
groupall,0.01
groupalso,0.0
groupand,0.01
groupannual,-0.12
grouparbonia,0.01
groupare,0.0
groupas,0.0
groupasiaandreas,0.0
groupaudit,0.0
groupauditor,0.0
groupaurelio,0.0
groupbegan,0.0
groupbuilde,0.01
groupbuilding,0.01
groupcan,0.0
groupcertifie,-0.0
groupclariant,0.0
groupcompanie,0.0
groupcompensation,0.03
groupcomply,0.0
groupconsolidate,-0.13
groupconsolidated,-0.01
groupcontrol,0.0
groupcorporate,0.05
groupdanaherdentsplyzimmer,0.0
groupdeliveriesofgoodsineurtosalesorganizationsintheeurozone,-0.0
groupdivision,0.0
groupdoor,0.02
groupduecurrent,0.0
groupduedeferre,0.0
groupe,-0.01
groupelectronic,-0.0
groupement,-0.01
grouper,-0.0
groupes,0.0
groupest,0.0
groupfinancial,0.0
groupgroup,-0.0
groupgroupin,0.0
groupgurit,0.16
grouphuman,0.01
grouphvac,0.01
groupin,0.0
groupincome,0.0
grouping,0.01
groupintangibleintangiblein,0.0
groupintroductionunaxis,0.0
groupkey,-0.01
groupkuoni,0.0
groupletter,0.02
grouplevel,-0.0
groupmanage,-0.0
groupmartin,0.0
groupnet,-0.0
groupnote,0.14
groupof,0.0
groupon,0.0
groupoperate,0.0
groupoupoupoup,-0.0
groupoutbound,0.0
grouppresident,-0.0
groupquality,-0.0
grouprecognize,0.0
groupreport,0.0
groupresearch,-0.0
groupresult,-0.0
groupsanitary,0.01
groupsustainabilityafg,0.0
groupswatch,-0.0
groupthe,-0.0
groupthird,0.0
grouptoassist,0.0
grouptotal,0.0
groupwide,-0.05
groupwindows,0.02
groupwork,0.0
groupʼs,-0.0
grout,0.01
grouting,0.0
grove,-0.0
groveport,-0.01
grow,0.07
grower,0.16
growing,-0.0
growmark,0.0
grown,-0.01
grownup,-0.0
growth,0.29
growtha,-0.0
growthamounte,0.0
growthclose,0.0
growthcompare,0.0
growthfactor,0.0
growthin,0.01
growthmarket,0.0
growthrate,0.0
growthrateoftheresidual,-0.0
growththank,0.0
growthwill,-0.0
growtogether,0.03
groß,-0.0
große,-0.0
großem,0.0
großen,-0.0
großer,0.0
großostheim,0.0
großpösna,-0.0
großpösnaplauen,-0.0
großröhrsdorf,-0.0
großserienfertigung,0.0
großwallstadt,0.0
grp,0.01
grps,0.0
grs,-0.0
grt,-0.0
gru,0.0
grub,0.0
grubenstrasse,-0.04
gruber,0.04
grueger,-0.0
gruele,-0.0
grueling,-0.0
gruelle,0.0
gruelling,-0.0
gruence,0.0
gruenhagen,0.0
gruenig,0.0
gruent,-0.0
gruetzmacher,0.0
gruff,0.0
gruffat,0.01
gruffudd,-0.0
gruler,0.0
grumann,0.0
grumman,0.0
grumpy,-0.0
grund,-0.0
grundausbildung,-0.0
grundbacher,0.02
grundbuchverwalter,-0.0
grunde,0.0
grunder,0.0
grunderco,0.0
grundfos,0.0
grundgehälter,-0.0
grundgeschäfte,-0.0
grundhaltung,0.0
grundhoff,-0.0
grundidee,0.0
grundkapital,-0.0
grundkonzepte,-0.0
grundlage,0.04
grundlagen,-0.0
grundlegender,0.0
grundler,-0.02
grundlohn,-0.0
grundpfandrechte,-0.0
grundsaetze,0.0
grundsatz,-0.0
grundsatzentscheide,-0.0
grundstabilität,0.0
grundstein,0.0
grundsteinlegung,-0.0
grundstrasse,-0.01
grundstück,-0.01
grundstücke,-0.0
grundstücken,-0.0
grundstückgewinnsteuer,-0.0
grundstückgewinnsteuern,-0.0
grundstückgewinnsteuersätze,-0.0
grundstücksgesellschaft,0.0
grundstücksverwaltung,-0.01
grundstücksverwaltungsgesellschaft,0.0
grundstückswerte,-0.0
grundsätze,-0.0
grundsätzen,-0.0
grundsätzlich,0.01
grundversicherungen,-0.0
grundvoraussetzungen,-0.0
gruner,-0.02
gruop,-0.0
grup,0.01
grupo,-0.01
grupogivaudan,0.0
grupp,0.01
gruppe,0.0
gruppen,-0.0
gruppenaufbau,-0.0
gruppengesellschaft,0.0
gruppengesellschaften,-0.0
gruppenleitung,0.0
gruppenmanagement,0.0
gruppenumsatze,0.0
gruppenweite,0.0
gruppenweiten,0.0
gruppo,0.01
gruss,0.02
gruyère,-0.01
grv,-0.0
gryllefjord,0.0
grynau,0.0
gryon,-0.0
gryphon,-0.0
gryszka,0.0
grzejnikow,0.0
grzybowska,0.0
gràcia,0.0
grâce,-0.0
grädel,0.01
gräfe,0.0
gräfelfe,-0.0
gräfelfing,0.0
gräfeling,0.0
gräfelﬁ,-0.02
gräffen,-0.0
grämiger,-0.0
gränichen,0.0
gräterstrasse,0.0
grèce,-0.0
grès,-0.03
grèvent,0.0
gré,-0.0
grégoire,0.02
grégorie,0.0
grêmio,-0.0
gröbli,0.0
gröbzig,-0.01
grödig,-0.02
gröflin,-0.0
gröli,0.02
gröning,-0.0
grösse,-0.0
grössenordnung,-0.0
grössenvorteil,0.0
grössere,-0.0
grösseren,0.0
grösserer,0.0
grösste,0.0
grössten,-0.0
grösster,0.0
grösstmöglicher,-0.0
gröﬂin,-0.0
grødaland,0.0
grønland,0.0
grønningsaeter,-0.0
grüebler,-0.03
grüjlicense,-0.0
grün,0.0
grünberg,0.0
gründe,-0.01
gründen,0.0
gründer,-0.0
gründerorganisation,0.0
gründete,-0.0
gründung,-0.0
grüne,-0.02
grünenfelder,0.0
grünenplan,-0.0
grünfeldstrasse,-0.02
grüngasse,-0.01
grünig,0.0
grünigen,-0.0
grüniger,0.0
grüninger,-0.01
grüre,0.02
grüring,0.0
grüsse,-0.0
grüssen,-0.01
grüssenweg,-0.0
grüter,0.02
grütlistrasse,-0.0
grütter,-0.0
gs,0.0
gsa,0.01
gsav,0.0
gsba,-0.0
gscc,0.0
gscd,-0.0
gschaider,0.0
gschwend,-0.0
gsco,-0.0
gsd,0.0
gse,0.0
gsfi,0.0
gsg,-0.0
gsi,-0.0
gsk,0.07
gsl,0.0
gslg,-0.0
gsm,0.04
gsma,0.0
gsp,0.01
gsps,0.0
gsr,0.0
gsrl,0.0
gss,0.0
gst,0.01
gstaad,-0.0
gstaldenstrasse,-0.0
gsteig,0.0
gstrein,-0.0
gt,0.03
gta,0.14
gtaa,-0.0
gtap,0.0
gtas,0.0
gtat,0.01
gtc,-0.0
gtcc,0.0
gtci,0.0
gte,0.01
gtech,-0.0
gtem,0.0
gtersloh,0.0
gtg,0.0
gther,0.01
gti,-0.02
gtin,0.0
gtm,-0.02
gtmh,-0.0
gto,0.0
gtp,0.0
gtq,0.0
gtr,-0.0
gtreat,0.0
gts,0.03
gtsa,-0.0
gtv,0.01
gtx,0.0
gtype,0.0
gtz,0.0
gu,-0.01
gua,0.0
guadagni,0.0
guadalajara,-0.01
guadalaraja,-0.0
guadalaviar,-0.0
guadalupe,-0.0
guadeloupe,0.01
guage,-0.0
gual,0.0
gualini,0.0
gualàn,-0.0
guam,0.01
guan,0.0
guanabara,-0.0
guanajuato,-0.0
guandong,0.0
guang,-0.01
guangdong,-0.01
guangfu,-0.0
guanghai,0.0
guanghan,0.0
guanghua,0.0
guangkong,-0.0
guangqin,0.0
guangzhou,0.08
guanlan,-0.0
guanziroli,-0.0
guar,-0.0
guaran,0.0
guarana,-0.0
guarantee,-0.11
guaranteeing,0.0
guaranteerelate,0.0
guaranteesarea,0.0
guaranteesmovement,0.0
guarantess,0.0
guarantor,-0.03
guarantrr,-0.0
guaranty,0.01
guarapuava,0.0
guard,-0.01
guarda,-0.0
guardedly,0.0
guardia,-0.01
guardian,0.02
guardianship,0.0
guarding,0.0
guardrail,0.0
guarentee,-0.0
guarino,-0.0
guarnerio,-0.0
guarulhos,0.01
guasaule,0.0
guasch,-0.0
guascor,-0.0
guat,-0.01
guatemal,0.0
guatemala,-0.0
guatemalan,0.0
guay,0.0
guayaquil,0.0
guayaquilcordobamendozabelo,0.0
guayllabamba,0.0
guaynabo,-0.0
gubbin,-0.0
gubbio,0.0
gubei,0.0
gubelmann,-0.0
gubelstrasse,-0.0
gubertini,0.0
gubler,-0.04
gubser,0.0
gucci,-0.0
guch,0.0
gucke,-0.0
gudang,0.0
gudbrandsdal,0.0
gude,-0.0
gudme,-0.0
gudrun,-0.0
guebret,-0.0
guel,-0.0
guelph,0.0
guembe,-0.01
guenoun,0.01
guenter,-0.0
guentert,-0.01
guenther,-0.01
guerard,0.01
guerbet,-0.02
guerdi,0.0
guerer,0.0
guericke,0.0
guerilla,0.0
guerin,0.0
guerinno,0.0
guerlain,0.0
guernsey,0.03
guerra,0.0
guerrero,0.0
guerrilla,-0.0
guerrino,-0.03
guerville,0.0
guesde,-0.01
guese,0.0
guesry,-0.0
guess,-0.0
guesswork,0.0
guest,-0.05
guestcam,-0.0
guesthouse,0.0
guetersloh,0.0
guetg,0.0
guette,-0.0
guevara,-0.0
guex,0.0
guez,-0.0
guezeri,-0.0
guggach,0.0
guggenbuhl,0.0
guggenbühler,0.01
guggenheim,0.02
gugger,0.0
guggisberg,-0.0
guggistrasse,-0.0
gugino,-0.0
guglielmi,-0.0
guguletu,0.0
gui,0.01
guiana,0.0
guibert,-0.0
guichard,0.0
guid,0.0
guidance,0.08
guide,0.01
guidebook,0.0
guided,-0.0
guidedcooke,-0.0
guideline,0.04
guideloisir,-0.0
guidepost,0.0
guidera,-0.0
guiderail,-0.0
guidetv,0.01
guidetvcinéma,-0.0
guidi,0.0
guiding,0.0
guido,-0.07
guidon,0.0
guidonia,0.0
guidotti,-0.0
guignard,-0.0
guild,0.0
guildford,0.03
guilherand,0.01
guilherme,-0.0
guilin,0.0
guillaume,0.01
guilleaume,0.0
guillelmon,-0.0
guillemin,-0.0
guillemot,0.0
guillermo,0.0
guillochage,-0.0
guilloche,-0.0
guillocher,-0.0
guilloché,-0.0
guillod,-0.0
guillot,-0.02
guillotin,-0.0
guillén,0.0
guilt,0.0
guilty,0.0
guimara,-0.0
guimaraes,-0.0
guimarães,0.0
guinea,-0.01
guinean,0.0
guingamp,-0.0
guinée,0.01
guiol,0.0
guion,0.0
guipe,0.0
guipon,0.0
guipuzcoa,-0.0
guipuzkoa,-0.0
guiqiao,0.0
guirado,0.0
guiraud,0.0
guisan,0.0
guise,-0.0
guiseppe,-0.0
guish,-0.0
guishe,0.0
guishing,-0.0
guishment,0.0
guisse,-0.0
guistic,0.0
guitar,-0.0
guitie,-0.0
guiyang,0.0
guizhou,0.0
gujarat,0.01
gujarati,0.0
gul,0.0
gular,0.0
gularitie,0.0
gularly,0.0
gulate,0.01
gulation,-0.0
gulbenkian,-0.0
gulbrandsen,0.0
guldem,-0.0
guldner,0.0
gulen,-0.0
gulf,0.02
gulfood,-0.0
gulfport,0.0
gulich,-0.0
gull,-0.01
gulledelle,0.0
gullerfelt,0.0
gulliver,0.03
gullo,0.01
gulmarães,0.0
gulyani,-0.0
gum,-0.01
guma,-0.05
gumdisease,0.0
gument,0.0
gumkang,-0.0
gummert,0.02
gummi,-0.0
gummiwerke,-0.0
gump,0.0
gumpoldsberger,-0.0
gumr,0.0
gumuchdjian,0.0
gun,0.01
gunanath,-0.0
gunanathlingam,-0.0
gundelfingen,0.0
gundeli,0.0
gundem,-0.0
gundernhausen,0.01
gundersen,0.0
gundy,-0.0
gune,-0.0
gunel,-0.0
gung,0.0
gungen,0.0
gungsberatung,-0.0
gungsgesellschaft,0.0
gungsgrundsätzen,0.0
gunilla,-0.0
gunmetal,-0.0
gunn,0.01
gunnar,0.02
gunnarsson,0.0
gunnebo,-0.0
gunnemark,0.01
gunner,-0.0
gunnervall,0.0
gunnery,0.0
gunning,-0.01
gunpo,0.01
gunsan,0.0
gunsten,0.0
gunter,0.01
guntern,0.0
gunther,-0.01
guntli,0.0
guntram,0.0
gunwharf,-0.0
gunzenhausen,-0.01
gunzenhauser,0.01
gunzinger,0.01
guo,0.0
guohao,-0.0
guohua,0.0
guoping,-0.0
guosheng,0.0
guotong,-0.0
guowei,0.0
guozhen,0.0
gupp,-0.0
gupta,0.0
gur,0.0
gurable,-0.0
gural,-0.0
gurate,-0.0
guration,-0.0
gurb,0.0
gurbaxani,0.0
gure,0.06
gured,0.0
gures,0.01
gurgaon,0.02
gurgle,0.0
gurgoan,0.0
gurgurovci,-0.0
gurini,0.0
gurion,0.0
gurit,0.16
gurnigelstrasse,-0.01
guro,-0.01
gurry,0.0
guru,0.0
gurugram,0.0
gurz,-0.0
gurzelenstrasse,-0.02
gus,0.0
gush,0.0
gusmanov,-0.01
guss,-0.0
gussa,0.0
gusset,0.0
gust,-0.01
gusta,0.0
gustaf,0.0
gustafson,-0.0
gustafsson,0.01
gustatory,0.0
gustav,0.04
gustava,-0.0
gustave,0.0
gustavo,0.01
gustavsson,0.0
guste,-0.0
gusto,0.0
gut,0.05
gutachter,0.0
gutdirecte,0.0
gute,0.01
gutedel,-0.0
gutem,-0.0
guten,-0.01
gutenberg,-0.02
gutenbergstrasse,-0.02
gutenbergstraße,-0.0
guter,-0.0
gutgeschrieben,-0.0
gutgsell,-0.0
guth,0.0
guthaben,-0.0
guthauser,0.02
guthirt,-0.0
guthrie,-0.0
gutierrez,-0.0
gutiérrez,-0.0
gutjahr,0.0
gutknecht,0.0
gutmann,-0.01
gutovic,0.0
gutstrasse,-0.0
gutta,-0.01
guttaflow,-0.01
guttannen,0.0
guttapercha,0.0
gutter,0.0
guttmann,-0.02
guturribay,-0.0
guturrybay,0.0
gutwald,0.0
gutzwiler,0.0
gutzwill,-0.01
gutzwiller,-0.09
guud,-0.0
guven,0.0
guxiandao,0.0
guy,-0.03
guyana,0.0
guyancourt,-0.0
guyer,0.01
guyerzeller,-0.0
guylaine,-0.01
guziak,0.0
guzzella,0.0
guzzle,0.0
guzzler,0.0
guéliz,0.0
guérande,-0.0
guérard,0.0
guérin,-0.0
guía,-0.0
gva,-0.01
gvb,-0.02
gvfi,-0.01
gvgc,0.0
gvhd,0.0
gvio,-0.0
gvo,0.0
gvozdikov,0.0
gvp,0.02
gvps,0.0
gvz,-0.0
gw,0.01
gwangju,-0.0
gwangmyeong,-0.0
gwanipa,0.0
gwatt,0.01
gwattstrasse,-0.0
gwe,-0.03
gwec,0.0
gwen,0.01
gwendal,-0.0
gwent,-0.0
gwerder,0.0
gwg,-0.0
gwh,0.03
gwhcommerce,-0.0
gwhe,-0.0
gwhtotal,-0.0
gwi,-0.0
gwk,0.0
gwm,0.0
gwp,0.0
gwperi,0.0
gwpo,0.0
gwt,0.0
gwu,0.0
gwyneth,-0.0
gx,0.0
gxdx,0.0
gxi,0.01
gxp,0.0
gy,-0.02
gyamtso,-0.0
gybnd,-0.0
gyeongbuk,0.0
gyeonggi,-0.0
gyeongin,-0.0
gyergyóutca,-0.0
gygax,-0.02
gyger,-0.02
gygi,0.01
gygli,-0.0
gyldendal,0.0
gyllene,0.0
gyllenhaal,-0.0
gym,-0.0
gyma,0.0
gymanast,-0.0
gymnaestrada,-0.0
gymnase,-0.0
gymnasiade,-0.0
gymnasium,-0.0
gymnast,-0.0
gymnastic,-0.01
gymnastics,-0.0
gymnastique,-0.0
gyn,0.0
gynaecological,0.0
gynaecologist,0.0
gynaecology,-0.01
gynecol,0.0
gynecological,0.0
gynecologist,0.0
gynecology,0.01
gyo,-0.0
gypsum,0.01
gypsy,-0.0
gyr,-0.0
gyro,-0.0
gyrometer,-0.0
gyros,-0.0
gyroscope,0.0
gysin,-0.02
gysler,-0.01
gyssler,-0.01
gyula,0.0
gyumri,0.0
gyál,-0.0
györ,-0.01
györfi,0.0
györgy,-0.01
györi,-0.0
győr,0.0
gz,-0.01
gza,-0.0
gzenaya,0.0
gzim,-0.0
gzl,-0.0
gzo,0.0
gzs,0.0
gábel,-0.01
gádor,-0.0
gárate,0.0
gária,0.0
gächter,-0.01
gähwiler,-0.0
gämperle,0.01
gänge,0.0
gänzlich,-0.0
gänzungsstiftung,-0.0
gärde,0.0
gärtner,0.0
gäste,-0.0
gästen,-0.0
gästvaningen,-0.0
gäuerhof,-0.0
gäupark,-0.0
gävle,-0.0
gènèrale,-0.0
gère,-0.0
gèrent,0.0
géminis,0.0
génie,0.0
génierie,0.0
génieur,0.0
génère,0.0
génèrent,0.0
généraient,0.0
général,-0.0
générale,0.06
généralement,0.0
générales,0.0
généralisée,-0.0
générant,0.0
générateur,0.0
générateurs,-0.0
génération,-0.0
génératrice,0.0
généraux,0.01
générer,-0.0
généreux,0.0
généré,0.01
générées,0.0
générés,0.0
géographique,-0.0
géotechnique,0.0
gérald,0.0
géraldine,0.01
gérant,-0.01
gérard,0.03
gérardin,-0.0
gérer,0.0
géré,0.0
gérée,0.0
gérées,0.0
gérés,0.0
gés,0.0
gétaz,-0.0
górnóslaska,0.0
göbelhaider,-0.0
göbl,0.0
göhner,0.0
gökce,0.0
göker,-0.0
gökhan,0.02
gökçen,-0.0
göldi,0.0
gölä,-0.0
gönner,0.0
göppingen,-0.01
göran,0.03
görge,-0.0
görlitz,0.0
görre,0.0
göschenen,0.0
gösgen,-0.03
göslikon,-0.0
gösta,0.0
göteborg,0.0
göteborgs,0.0
göthskog,0.0
götsch,-0.0
götschi,0.0
götschmann,0.0
götte,0.03
göttibachweg,0.01
göttingen,0.01
götz,0.02
götzi,-0.0
gözetme,0.0
gøngehusvej,0.0
güdel,0.02
güell,0.0
güetli,-0.0
güglingen,0.0
gühre,-0.0
gühring,0.0
gülay,-0.0
güler,-0.0
güll,0.0
güller,-0.0
gülser,-0.0
gülsün,-0.0
gülten,-0.0
gültig,-0.0
gültige,0.0
gültigen,-0.0
gültigkeit,-0.0
gülünay,-0.0
gülünk,-0.0
gümligen,-0.01
gümlingen,0.0
gümmer,0.0
gündogdu,-0.0
günstige,0.0
günstigen,-0.0
günstigere,0.0
günter,-0.06
güntert,-0.0
günthard,-0.0
günthardt,-0.1
günther,-0.03
güntherrobol,-0.0
gür,-0.0
gürbüz,0.0
gürkan,0.0
gürtel,-0.0
gürtler,0.03
gütenbach,-0.0
güter,-0.0
gütersloh,0.01
güterstrasse,-0.01
gütesiegel,-0.0
gütsch,0.0
güttinger,-0.01
gütungen,0.0
güvenlik,0.0
gıda,-0.01
gœtschmann,0.01
h,-0.26
ha,-0.01
haag,-0.03
haagensli,0.0
haaker,-0.0
haakonsen,-0.0
haan,0.0
haapajärvi,0.0
haar,0.01
haaren,0.0
haarig,0.0
haarlem,-0.0
haart,0.0
haas,-0.01
haase,-0.05
haavik,-0.0
hab,0.01
haba,0.01
habanos,0.0
habasit,-0.0
habberstad,0.0
habdija,0.0
habe,-0.06
habedank,-0.0
habegger,-0.01
habel,-0.0
habeler,-0.02
haben,0.04
haberkorn,0.01
habermann,0.0
habersatter,0.01
habersetzer,0.0
habico,0.0
habilement,0.0
habilitate,0.0
habilitation,-0.0
habilité,-0.0
